prodi_id,nama_prodi_spesifik,alias,kelompok_prodi_resmi,rumpun_ilmu,mapel_kurmer,mapel_k13_ipa,mapel_k13_ips,mapel_k13_bahasa,confidence_score,catatan_mapping,sumber_mapel
P0309,Teknik Telekomunikasi,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0310,Teknik Tenaga Listrik,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0311,Teknik Energi,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0312,Teknik Energi Terbarukan,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0313,Teknik Manufaktur,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0314,Teknik Produksi,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0315,Teknik Pengelasan,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0316,Teknik Perawatan Mesin,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0317,Teknik Instrumentasi,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0318,Teknik Komputer,Computer Engineering,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,0.95,Bisa juga Komputer.,Kepmendikdasmen 102/M/2025
P0319,Rekayasa Komputer,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,0.95,Bisa juga Komputer.,Kepmendikdasmen 102/M/2025
P0320,Rekayasa Instrumentasi dan Kontrol,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0321,Rekayasa Hayati,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,0.9,Bisa juga Bioteknologi.,Kepmendikdasmen 102/M/2025
P0322,Rekayasa Kehutanan,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,0.9,Bisa juga Kehutanan.,Kepmendikdasmen 102/M/2025
P0323,Rekayasa Tekstil,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0324,Teknologi Rekayasa Konstruksi,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0325,Teknologi Rekayasa Manufaktur,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0326,Teknologi Rekayasa Otomasi,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0327,Teknologi Rekayasa Elektro,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0328,Teknologi Rekayasa Instrumentasi dan Kontrol,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0329,Teknologi Rekayasa Perangkat Lunak,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,0.9,Bisa juga Komputer.,Kepmendikdasmen 102/M/2025
P0330,Teknologi Rekayasa Komputer,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,0.9,Bisa juga Komputer.,Kepmendikdasmen 102/M/2025
P0331,Teknologi Rekayasa Internet,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,0.9,Bisa juga Komputer.,Kepmendikdasmen 102/M/2025
P0332,Teknologi Rekayasa Energi Terbarukan,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0333,Ilmu Material,Sains Material,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,0.85,Bisa juga Kimia.,Kepmendikdasmen 102/M/2025
P0334,Nanoteknologi,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,0.85,Bisa juga Kimia.,Kepmendikdasmen 102/M/2025
P0335,Teknologi Polimer,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,0.85,Bisa juga Kimia.,Kepmendikdasmen 102/M/2025
P0336,Teknologi Bahan,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,0.85,Bisa juga Kimia.,Kepmendikdasmen 102/M/2025
P0337,Ilmu Lingkungan,Sains Lingkungan,Ilmu atau Sains Lingkungan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0338,Kesehatan Lingkungan,,Ilmu atau Sains Lingkungan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,0.85,Bisa juga Kesehatan.,Kepmendikdasmen 102/M/2025
P0339,Manajemen Bencana,,Ilmu atau Sains Lingkungan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,0.8,Bisa juga Urusan Publik.,Kepmendikdasmen 102/M/2025
P0340,Mitigasi Bencana,,Ilmu atau Sains Lingkungan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,0.8,Bisa juga Geografi.,Kepmendikdasmen 102/M/2025
P0341,Kehutanan,Ilmu Kehutanan,Kehutanan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0342,Manajemen Hutan,,Kehutanan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0343,Silvikultur,,Kehutanan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0344,Teknologi Hasil Hutan,,Kehutanan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0345,Konservasi Sumber Daya Hutan,,Kehutanan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,0.9,Bisa juga Konservasi.,Kepmendikdasmen 102/M/2025
P0346,Pendidikan Dokter,Kedokteran,Ilmu atau Sains Kedokteran,Ilmu Terapan,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,1.0,Pilihan sarjana/dokter umum sebelum profesi.,Kepmendikdasmen 102/M/2025
P0347,Ilmu Kedokteran,,Ilmu atau Sains Kedokteran,Ilmu Terapan,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,1.0,,Kepmendikdasmen 102/M/2025
P0348,Kedokteran Gigi,Pendidikan Dokter Gigi,Ilmu atau Sains Kedokteran Gigi,Ilmu Terapan,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,1.0,Pilihan sarjana sebelum profesi.,Kepmendikdasmen 102/M/2025
P0349,Kedokteran Hewan,Veteriner,Ilmu atau Sains Veteriner,Ilmu Terapan,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,1.0,Pilihan sarjana sebelum profesi.,Kepmendikdasmen 102/M/2025
P0350,Farmasi,Ilmu Farmasi,Ilmu Farmasi,Ilmu Terapan,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,1.0,,Kepmendikdasmen 102/M/2025
P0351,Farmasi Klinis,,Ilmu Farmasi,Ilmu Terapan,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,0.95,,Kepmendikdasmen 102/M/2025
P0352,Farmasi Komunitas,,Ilmu Farmasi,Ilmu Terapan,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,0.95,,Kepmendikdasmen 102/M/2025
P0353,Farmasi Industri,,Ilmu Farmasi,Ilmu Terapan,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,0.95,,Kepmendikdasmen 102/M/2025
P0354,Sains Farmasi,,Ilmu Farmasi,Ilmu Terapan,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,0.95,,Kepmendikdasmen 102/M/2025
P0355,Teknologi Farmasi,,Ilmu Farmasi,Ilmu Terapan,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,0.95,,Kepmendikdasmen 102/M/2025
P0356,Gizi,Ilmu Gizi,Ilmu atau Sains Gizi,Ilmu Terapan,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,1.0,,Kepmendikdasmen 102/M/2025
P0357,Gizi Klinik,,Ilmu atau Sains Gizi,Ilmu Terapan,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,0.95,,Kepmendikdasmen 102/M/2025
P0358,Gizi Masyarakat,,Ilmu atau Sains Gizi,Ilmu Terapan,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,0.95,,Kepmendikdasmen 102/M/2025
P0359,Dietisien,,Ilmu atau Sains Gizi,Ilmu Terapan,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,Biologi dan/atau Kimia,0.85,Biasanya jenjang profesi/lanjutan; verifikasi jalur masuk.,Kepmendikdasmen 102/M/2025
P0360,Kesehatan Masyarakat,Ilmu Kesehatan Masyarakat,Kesehatan Masyarakat,Ilmu Terapan,Biologi,Biologi,Sosiologi dan/atau Biologi,Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0361,Epidemiologi,,Kesehatan Masyarakat,Ilmu Terapan,Biologi,Biologi,Sosiologi dan/atau Biologi,Biologi,0.95,,Kepmendikdasmen 102/M/2025
P0362,Keselamatan dan Kesehatan Kerja,K3,Kesehatan Masyarakat,Ilmu Terapan,Biologi,Biologi,Sosiologi dan/atau Biologi,Biologi,0.9,Bisa juga Kesehatan/Teknik.,Kepmendikdasmen 102/M/2025
P0363,Promosi Kesehatan,,Kesehatan Masyarakat,Ilmu Terapan,Biologi,Biologi,Sosiologi dan/atau Biologi,Biologi,0.9,,Kepmendikdasmen 102/M/2025
P0364,Administrasi Kebijakan Kesehatan,AKK,Kesehatan Masyarakat,Ilmu Terapan,Biologi,Biologi,Sosiologi dan/atau Biologi,Biologi,0.85,Bisa juga Urusan Publik.,Kepmendikdasmen 102/M/2025
P0365,Biostatistika,,Kesehatan Masyarakat,Ilmu Terapan,Biologi,Biologi,Sosiologi dan/atau Biologi,Biologi,0.8,Bisa juga Matematika.,Kepmendikdasmen 102/M/2025
P0366,Kesehatan Reproduksi,,Kesehatan Masyarakat,Ilmu Terapan,Biologi,Biologi,Sosiologi dan/atau Biologi,Biologi,0.85,Bisa juga Kebidanan.,Kepmendikdasmen 102/M/2025
P0367,Kebidanan,Ilmu Kebidanan,Kebidanan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0368,Keperawatan,Ilmu Keperawatan,Keperawatan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0369,Ners,,Keperawatan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,0.85,Umumnya jenjang profesi setelah sarjana keperawatan; verifikasi jalur masuk.,Kepmendikdasmen 102/M/2025
P0370,Teknologi Laboratorium Medis,Analis Kesehatan,Kesehatan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0371,Radiologi,Radiodiagnostik dan Radioterapi,Kesehatan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0372,Teknologi Radiologi Pencitraan,,Kesehatan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0373,Rekam Medis,Rekam Medis dan Informasi Kesehatan,Kesehatan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,0.9,Bisa juga Ilmu/Sains Informasi.,Kepmendikdasmen 102/M/2025
P0374,Manajemen Informasi Kesehatan,,Kesehatan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,0.85,Bisa juga Informatika Medis.,Kepmendikdasmen 102/M/2025
P0375,Teknologi Bank Darah,,Kesehatan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0376,Optometri,,Kesehatan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0377,Audiologi,,Kesehatan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0378,Fisioterapi,,Kesehatan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0379,Okupasi Terapi,,Kesehatan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0380,Terapi Wicara,,Kesehatan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0381,Orthotik Prostetik,,Kesehatan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,1.0,,Kepmendikdasmen 102/M/2025
P0382,Administrasi Rumah Sakit,,Kesehatan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,0.85,Bisa juga Manajemen.,Kepmendikdasmen 102/M/2025
P0383,Kesehatan Digital,,Kesehatan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,0.8,Bisa juga Informatika Medis.,Kepmendikdasmen 102/M/2025
P0384,Sanitasi Lingkungan,,Kesehatan,Ilmu Terapan,Biologi,Biologi,Biologi,Biologi,0.85,Bisa juga Ilmu/Sains Lingkungan.,Kepmendikdasmen 102/M/2025
P0385,Ilmu Perpustakaan,Perpustakaan dan Sains Informasi,Ilmu atau Sains Informasi,Ilmu Terapan,Matematika Tingkat Lanjut,Matematika dari kelompok peminatan MIPA,Matematika,Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0386,Sains Informasi,Ilmu Informasi,Ilmu atau Sains Informasi,Ilmu Terapan,Matematika Tingkat Lanjut,Matematika dari kelompok peminatan MIPA,Matematika,Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0387,Manajemen Informasi,,Ilmu atau Sains Informasi,Ilmu Terapan,Matematika Tingkat Lanjut,Matematika dari kelompok peminatan MIPA,Matematika,Matematika,0.95,,Kepmendikdasmen 102/M/2025
P0388,Manajemen Rekod dan Arsip,Kearsipan,Ilmu atau Sains Informasi,Ilmu Terapan,Matematika Tingkat Lanjut,Matematika dari kelompok peminatan MIPA,Matematika,Matematika,0.9,,Kepmendikdasmen 102/M/2025
P0389,Dokumentasi,,Ilmu atau Sains Informasi,Ilmu Terapan,Matematika Tingkat Lanjut,Matematika dari kelompok peminatan MIPA,Matematika,Matematika,0.85,,Kepmendikdasmen 102/M/2025
P0390,Ilmu Hukum,Hukum,Hukum,Ilmu Terapan,Sosiologi dan/atau Pendidikan Pancasila,PPKn,Sosiologi dan/atau PPKn,PPKn,1.0,,Kepmendikdasmen 102/M/2025
P0391,Hukum Bisnis,,Hukum,Ilmu Terapan,Sosiologi dan/atau Pendidikan Pancasila,PPKn,Sosiologi dan/atau PPKn,PPKn,0.95,,Kepmendikdasmen 102/M/2025
P0392,Hukum Tata Negara,,Hukum,Ilmu Terapan,Sosiologi dan/atau Pendidikan Pancasila,PPKn,Sosiologi dan/atau PPKn,PPKn,0.95,,Kepmendikdasmen 102/M/2025
P0393,Hukum Administrasi Negara,,Hukum,Ilmu Terapan,Sosiologi dan/atau Pendidikan Pancasila,PPKn,Sosiologi dan/atau PPKn,PPKn,0.95,,Kepmendikdasmen 102/M/2025
P0394,Hukum Ekonomi Syariah,Muamalah,Hukum,Ilmu Terapan,Sosiologi dan/atau Pendidikan Pancasila,PPKn,Sosiologi dan/atau PPKn,PPKn,0.9,,Kepmendikdasmen 102/M/2025
P0395,Hukum Keluarga Islam,Ahwal Syakhshiyyah,Hukum,Ilmu Terapan,Sosiologi dan/atau Pendidikan Pancasila,PPKn,Sosiologi dan/atau PPKn,PPKn,0.9,,Kepmendikdasmen 102/M/2025
P0396,Hukum Pidana Islam,,Hukum,Ilmu Terapan,Sosiologi dan/atau Pendidikan Pancasila,PPKn,Sosiologi dan/atau PPKn,PPKn,0.9,,Kepmendikdasmen 102/M/2025
P0397,Ilmu Militer,,Ilmu atau Sains Militer,Ilmu Terapan,Sosiologi,PPKn dan/atau Sosiologi,Sosiologi,PPKn dan/atau Antropologi,1.0,,Kepmendikdasmen 102/M/2025
P0398,Strategi Pertahanan,,Ilmu atau Sains Militer,Ilmu Terapan,Sosiologi,PPKn dan/atau Sosiologi,Sosiologi,PPKn dan/atau Antropologi,0.9,Bisa juga Pertahanan.,Kepmendikdasmen 102/M/2025
P0399,Ilmu Pemerintahan,,Urusan Publik,Ilmu Terapan,Sosiologi,PPKn dan/atau Sosiologi,Sosiologi,PPKn dan/atau Antropologi,1.0,,Kepmendikdasmen 102/M/2025
P0400,Administrasi Publik,Administrasi Negara,Urusan Publik,Ilmu Terapan,Sosiologi,PPKn dan/atau Sosiologi,Sosiologi,PPKn dan/atau Antropologi,1.0,,Kepmendikdasmen 102/M/2025
P0401,Manajemen dan Kebijakan Publik,Kebijakan Publik,Urusan Publik,Ilmu Terapan,Sosiologi,PPKn dan/atau Sosiologi,Sosiologi,PPKn dan/atau Antropologi,1.0,,Kepmendikdasmen 102/M/2025
P0402,Ilmu Politik,,Urusan Publik,Ilmu Terapan,Sosiologi,PPKn dan/atau Sosiologi,Sosiologi,PPKn dan/atau Antropologi,0.9,Bisa juga Sosial.,Kepmendikdasmen 102/M/2025
P0403,Politik dan Pemerintahan,,Urusan Publik,Ilmu Terapan,Sosiologi,PPKn dan/atau Sosiologi,Sosiologi,PPKn dan/atau Antropologi,0.95,,Kepmendikdasmen 102/M/2025
P0404,Hubungan Internasional,HI,Urusan Publik,Ilmu Terapan,Sosiologi,PPKn dan/atau Sosiologi,Sosiologi,PPKn dan/atau Antropologi,0.9,Bisa juga Sosial.,Kepmendikdasmen 102/M/2025
P0405,Administrasi Pemerintahan,,Urusan Publik,Ilmu Terapan,Sosiologi,PPKn dan/atau Sosiologi,Sosiologi,PPKn dan/atau Antropologi,0.95,,Kepmendikdasmen 102/M/2025
P0406,Administrasi Pemerintahan Daerah,,Urusan Publik,Ilmu Terapan,Sosiologi,PPKn dan/atau Sosiologi,Sosiologi,PPKn dan/atau Antropologi,0.95,,Kepmendikdasmen 102/M/2025
P0407,Studi Kebijakan Publik,,Urusan Publik,Ilmu Terapan,Sosiologi,PPKn dan/atau Sosiologi,Sosiologi,PPKn dan/atau Antropologi,0.95,,Kepmendikdasmen 102/M/2025
P0408,Studi Pembangunan,,Urusan Publik,Ilmu Terapan,Sosiologi,PPKn dan/atau Sosiologi,Sosiologi,PPKn dan/atau Antropologi,0.85,Bisa juga Sosial.,Kepmendikdasmen 102/M/2025
P0409,Ilmu Keolahragaan,Sains Olahraga,Ilmu atau Sains Keolahragaan,Ilmu Terapan,"Pendidikan Jasmani, Olahraga, dan Kesehatan (PJOK) dan/atau Biologi","Pendidikan Jasmani, Olahraga, dan Kesehatan (PJOK) dan/atau Biologi",PJOK,PJOK,1.0,,Kepmendikdasmen 102/M/2025
P0410,Pendidikan Jasmani Kesehatan dan Rekreasi,PJKR,Ilmu atau Sains Keolahragaan,Ilmu Terapan,"Pendidikan Jasmani, Olahraga, dan Kesehatan (PJOK) dan/atau Biologi","Pendidikan Jasmani, Olahraga, dan Kesehatan (PJOK) dan/atau Biologi",PJOK,PJOK,0.9,Bisa juga Pendidikan.,Kepmendikdasmen 102/M/2025
P0411,Pendidikan Kepelatihan Olahraga,,Ilmu atau Sains Keolahragaan,Ilmu Terapan,"Pendidikan Jasmani, Olahraga, dan Kesehatan (PJOK) dan/atau Biologi","Pendidikan Jasmani, Olahraga, dan Kesehatan (PJOK) dan/atau Biologi",PJOK,PJOK,0.9,Bisa juga Pendidikan.,Kepmendikdasmen 102/M/2025
P0412,Kepelatihan Olahraga,,Ilmu atau Sains Keolahragaan,Ilmu Terapan,"Pendidikan Jasmani, Olahraga, dan Kesehatan (PJOK) dan/atau Biologi","Pendidikan Jasmani, Olahraga, dan Kesehatan (PJOK) dan/atau Biologi",PJOK,PJOK,1.0,,Kepmendikdasmen 102/M/2025
P0413,Olahraga Rekreasi,,Ilmu atau Sains Keolahragaan,Ilmu Terapan,"Pendidikan Jasmani, Olahraga, dan Kesehatan (PJOK) dan/atau Biologi","Pendidikan Jasmani, Olahraga, dan Kesehatan (PJOK) dan/atau Biologi",PJOK,PJOK,1.0,,Kepmendikdasmen 102/M/2025
P0414,Manajemen Olahraga,,Ilmu atau Sains Keolahragaan,Ilmu Terapan,"Pendidikan Jasmani, Olahraga, dan Kesehatan (PJOK) dan/atau Biologi","Pendidikan Jasmani, Olahraga, dan Kesehatan (PJOK) dan/atau Biologi",PJOK,PJOK,0.9,Bisa juga Manajemen.,Kepmendikdasmen 102/M/2025
P0415,Kesehatan Olahraga,,Ilmu atau Sains Keolahragaan,Ilmu Terapan,"Pendidikan Jasmani, Olahraga, dan Kesehatan (PJOK) dan/atau Biologi","Pendidikan Jasmani, Olahraga, dan Kesehatan (PJOK) dan/atau Biologi",PJOK,PJOK,0.9,Bisa juga Kesehatan.,Kepmendikdasmen 102/M/2025
P0416,Fisioterapi Olahraga,,Ilmu atau Sains Keolahragaan,Ilmu Terapan,"Pendidikan Jasmani, Olahraga, dan Kesehatan (PJOK) dan/atau Biologi","Pendidikan Jasmani, Olahraga, dan Kesehatan (PJOK) dan/atau Biologi",PJOK,PJOK,0.8,Bisa juga Kesehatan.,Kepmendikdasmen 102/M/2025
P0417,Pariwisata,Kepariwisataan,Pariwisata,Ilmu Terapan,Ekonomi dan/atau Bahasa Inggris Tingkat Lanjut/Bahasa Asing lainnya,Bahasa Inggris dan/atau Ekonomi,Ekonomi dan/atau Bahasa Inggris,Bahasa dan Sastra Inggris dan/atau Bahasa Asing lainnya,1.0,,Kepmendikdasmen 102/M/2025
